propertyCode,address,province,city,district,country,neighborhood,latitude,longitude,distance,floor,price,propertyType,size,exterior,rooms,bathrooms,status,hasLift,idCity,distanceBeach
95695101,GIBRALTAR,Valencia,Valencia,L'Eixample,España,Russafa,39.4646091,-0.3771604,724,1,700,flat,70,True,2,1,good,True,1,4960
95619832,barrio La Seu,Valencia,Valencia,Ciutat Vella,España,La Seu,39.471644,-0.3764629,88,2,1350,flat,100,True,2,2,good,True,1,4621
95679327,barrio El Pilar,Valencia,Valencia,Ciutat Vella,España,El Pilar,39.4728263,-0.3814149,405,1,850,flat,72,False,1,2,good,True,1,4996
95670950,Calle de l'Hospital,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.4709267,-0.3838958,571,1,500,studio,44,True,0,1,good,True,1,5256
83110818,barrio Nou Moles,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4711756,-0.3998875999999999,1944,8,650,penthouse,50,True,1,1,good,True,1,6582
95653848,Calle de Conchita Piquer,Valencia,Valencia,Campanar,España,El Calvari,39.4886335,-0.3925507,2349,5,625,flat,72,True,3,1,good,True,1,5828
95648810,Calle Brasil,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4713938,-0.3974003,1730,2,700,flat,71,False,4,1,good,False,1,6369
95648365,Calle de Berni y Català,Valencia,Valencia,Rascanya,España,Torrefiel,39.4940135,-0.3770436,2545,2,850,flat,100,True,3,2,good,False,1,4616
95616617,"Pechina, 66",Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4737493,-0.4012513,2081,5,900,penthouse,100,True,3,2,good,True,1,6643
95557795,Calle Salvador Giner,Valencia,Valencia,Ciutat Vella,España,El Carme,39.47971,-0.37947,973,3,1100,flat,90,True,3,2,good,True,1,4701
95498873,Calle la Guardia Civil,Valencia,Valencia,Benimaclet,España,Benimaclet,39.4799933,-0.3550319,2145,3,750,flat,100,True,3,2,good,True,1,2615
95437324,"Avenida de Francia, 55",Valencia,Valencia,Camins al Grau,España,Penya-Roja,39.4591591,-0.3453311,3044,5,799,flat,65,True,1,1,good,True,1,3243
95431375,barrio La Llum,Valencia,Valencia,L'Olivereta,España,La Llum,39.4658933,-0.4118177,3024,1,750,flat,84,True,2,2,good,True,1,7716
95428178,Calle de l'Hospital,Valencia,Valencia,Ciutat Vella,España,El Pilar,39.4708536,-0.3836373999999999,550,3,700,flat,55,True,2,2,good,True,1,5237
37293507,"Calle del mar, 5",Valencia,Valencia,Ciutat Vella,España,La Seu,39.474241,-0.3749020999999999,400,2,1400,flat,90,True,2,2,good,True,1,4415
95382420,"Calle Escultor José Capuz, 10",Valencia,Valencia,Quatre Carreres,España,Mont-Olivet,39.4615546,-0.362828,1631,5,1050,flat,100,True,2,2,good,True,1,4080
86289934,Calle de Don Juan de Austria,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.4698872,-0.3743401,284,2,750,flat,50,True,1,2,good,True,1,4510
95214462,Calle del Triador,Valencia,Valencia,Ciutat Vella,España,El Pilar,39.4712244,-0.3812962,348,1,1050,flat,78,True,3,1,good,False,1,5032
95200218,barrio En Corts,Valencia,Valencia,Quatre Carreres,España,En Corts,39.4543899,-0.3734567,1888,7,675,flat,87,False,3,1,good,True,1,5289
39431179,barrio Mestalla,Valencia,Valencia,El Pla del Real,España,Mestalla,39.4714693,-0.3576025,1685,2,650,flat,57,True,1,1,good,True,1,3116
95168852,Calle del Doctor Gil i Morte,Valencia,Valencia,Extramurs,España,Arrancapins,39.463062,-0.3807407,945,5,900,flat,95,True,3,1,good,True,1,5312
94963074,barrio Vara de Quart,Valencia,Valencia,Patraix,España,Vara de Quart,39.4638871,-0.3966877,1853,4,750,flat,98,False,4,2,good,True,1,6541
85139820,"Calle de las Monjas de Santa Catalina, Valencia s/n Valencia",Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.4709944,-0.3718312,464,4,899,flat,70,True,1,1,good,True,1,4266
83755688,"Calle Rosario, 10",Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.463574,-0.3317518,3993,5,999,duplex,85,True,2,2,good,True,1,2314
94177536,"Calle de Esteban Ballester, 12",Valencia,Valencia,Poblats Marítims,España,Beteró,39.4728891,-0.3361358,3533,3,800,flat,84,True,4,1,good,True,1,1539
95698509,OLIMPIA AROCENA TORRES,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4691026,-0.3948940999999999,1532,2,750,flat,92,True,2,1,good,False,1,6220
95698476,Santa Genoveva Torres,Valencia,Valencia,Rascanya,España,Sant Llorenç,39.4903221,-0.3647942999999999,2386,9,1150,flat,100,True,3,2,good,True,1,3498
91396256,Calle de Don Juan de Austria,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.468397,-0.3748067,367,2,750,flat,50,True,1,1,good,False,1,4606
95693940,Avenida MALVARROSA,Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.479814,-0.3271196,4408,4,700,flat,78,True,2,1,good,True,1,471
88445939,Calle de la Reina,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4746294,-0.3297931,4090,1,850,flat,72,True,2,1,good,False,1,1092
34356677,Calle de fontanars dels alforins,Valencia,Valencia,Patraix,España,Patraix,39.4599526,-0.3901358,1663,5,790,flat,90,True,3,2,good,True,1,6189
95544188,Calle columbretes,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4695651,-0.3285369999999999,4183,3,650,flat,82,True,2,1,good,False,1,1603
95467058,Malvarrosa,Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.4817107,-0.3264584,4514,3,750,flat,59,True,1,1,good,True,1,257
83217236,"Calle Barraca, Valencia, 1",Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4638141,-0.3300045,4134,1,850,flat,95,True,3,1,good,False,1,2255
95225120,"Calle Eixarchs, 20",Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4744658,-0.3809189,487,1,875,studio,30,False,0,1,good,True,1,4913
95223952,"Calle Santa Genoveva Torres, 2",Valencia,Valencia,Rascanya,España,Sant Llorenç,39.4949131,-0.3617223,2961,9,1150,flat,100,True,3,2,good,True,1,3393
91364521,"Calle d'En Llopis, 2",Valencia,Valencia,Ciutat Vella,España,La Seu,39.4780506,-0.3732495999999999,842,1,550,flat,45,True,1,1,good,True,1,4193
95098355,"Mediterrani, 17",Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4678202,-0.3296004999999999,4105,1,850,flat,66,False,2,2,good,False,1,1811
95087455,barrio Campanar,Valencia,Valencia,Campanar,España,Campanar,39.4807885,-0.4012548999999999,2324,1,850,flat,100,True,3,1,good,False,1,6558
83879204,"Calle Barraca, Valencia, 67",Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.466302,-0.3296718999999999,4117,2,800,flat,70,True,2,1,good,False,1,1978
94380167,"peris y valero, 90",Valencia,Valencia,Quatre Carreres,España,En Corts,39.4589012,-0.3703571,1481,2,850,flat,79,True,2,2,good,True,1,4776
87768803,"Calle de San Rafael, 34",Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.4786218,-0.3282530999999999,4286,2,670,flat,56,True,3,1,good,False,1,632
93258720,"Calle Mendizábal, 31",Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.4836925,-0.3280482999999999,4446,1,800,flat,76,True,3,1,good,False,1,265
30858719,"Avenida de Pérez Galdós, 77",Valencia,Valencia,L'Olivereta,España,Nou Moles,39.468257,-0.3912988,1248,6,550,flat,50,False,1,1,good,True,1,5950
88845136,"AV. DEL PUERTO, 231",Valencia,Valencia,Poblats Marítims,España,El Grau,39.4617306,-0.3378871,3535,1,750,flat,80,True,1,1,good,True,1,2685
95753685,barrio Sant Pau,Valencia,Valencia,Campanar,España,Sant Pau,39.4890622,-0.4015648,2887,3,900,flat,84,True,2,2,good,True,1,6603
95740872,ARQUITECTO ARNAU,Valencia,Valencia,Benimaclet,España,Benimaclet,39.4858595,-0.3576153999999999,2349,3,650,flat,75,True,2,1,good,True,1,2814
34305287,Calle d'astúries,Valencia,Valencia,Camins al Grau,España,Camí Fondo,39.4622185,-0.3512021999999999,2444,2,600,flat,70,True,3,1,good,False,1,3285
95653759,reina,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4745998,-0.3264686,4374,2,790,flat,65,True,3,1,good,False,1,1021
95640253,Calle de Vicent Sancho Tello,Valencia,Valencia,El Pla del Real,España,Mestalla,39.471584,-0.3552304,1889,5,750,flat,75,True,2,1,good,True,1,2928
95615771,Calle de Pedro Cabanes,Valencia,Valencia,Rascanya,España,Torrefiel,39.494165,-0.3754344,2566,2,600,flat,85,True,2,1,good,True,1,4486
95613736,Calle de Matías Perelló,Valencia,Valencia,L'Eixample,España,Russafa,39.4632977,-0.3690889,1116,2,800,flat,80,False,2,1,good,True,1,4417
95592803,Zona Aragón s/n,Valencia,Valencia,El Pla del Real,España,Mestalla,39.4709126,-0.3576437,1681,7,630,studio,40,True,0,1,good,True,1,3147
89423896,Paseo ALAMEDA,Valencia,Valencia,Camins al Grau,España,Penya-Roja,39.4570755,-0.3419045,3411,3,775,flat,75,True,1,1,good,True,1,3300
95538457,Calle de la Marina Baixa,Valencia,Valencia,Campanar,España,Sant Pau,39.4933765,-0.4057700999999999,3481,1,1200,flat,75,True,2,1,good,True,1,7020
88838103,Calle de Tramoyeres,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4738939,-0.3293337,4123,5,650,flat,84,True,3,2,good,True,1,1154
95518289,hospital,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.4690945,-0.3848726,693,3,700,flat,60,True,2,2,good,True,1,5395
95517827,"Calle Santa Genoveva Torres, 2",Valencia,Valencia,Rascanya,España,Sant Llorenç,39.4949131,-0.3617223,2961,9,1150,flat,100,True,3,2,good,True,1,3393
90502608,Calle de Xulilla,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4661472,-0.3256767,4460,2,900,flat,80,True,2,1,good,False,1,1954
95343949,barrio El Mercat,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4732439,-0.3777613999999999,240,3,900,flat,80,True,3,1,good,True,1,4680
95114770,Calle Antonio Ponz,Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.4820439,-0.3256706,4589,3,600,flat,75,True,3,1,good,False,1,195
94918617,Avenida del Primado Reig,Valencia,Valencia,La Saïdia,España,Trinitat,39.4835938,-0.36328,1832,1,750,flat,82,True,4,1,good,True,1,3290
94810445,Calle Don Juan de Austria,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.4717189,-0.3715556,492,4,600,studio,42,True,0,1,good,True,1,4217
94153848,Calle del Pintor Maella,Valencia,Valencia,Camins al Grau,España,La Creu del Grau,39.4640556,-0.3460785,2787,5,800,flat,85,True,2,2,good,True,1,2840
35545532,barrio Sant Francesc,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.4714839,-0.3766451999999999,64,5,875,penthouse,60,True,1,2,good,True,1,4641
33851575,barrio Ciutat de les Arts i de les Ciencies,Valencia,Valencia,Quatre Carreres,España,Ciutat de les Arts i de les Ciencies,39.45685,-0.35957,2195,1,780,flat,60,True,1,1,good,True,1,4214
95757387,Calle de Rodrigo de Pertegás,Valencia,Valencia,Camins al Grau,España,La Creu del Grau,39.4622971,-0.3444704,2978,2,650,flat,60,False,2,1,good,True,1,2912
95756037,Avenida del Puerto,Valencia,Valencia,El Pla del Real,España,Mestalla,39.467452,-0.3579348,1706,5,575,flat,45,True,1,1,good,True,1,3359
95750606,barrio Morvedre,Valencia,Valencia,La Saïdia,España,Morvedre,39.4823864,-0.3760478,1256,5,675,flat,83,True,3,1,good,True,1,4388
94271065,barrio Russafa,Valencia,Valencia,L'Eixample,España,Russafa,39.458089,-0.3705482,1558,3,850,flat,62,True,2,1,good,True,1,4842
95735124,barrio Torrefiel,Valencia,Valencia,Rascanya,España,Torrefiel,39.4972695,-0.3712601,2952,2,600,flat,85,True,2,1,good,True,1,4251
95728924,barrio Malilla,Valencia,Valencia,Quatre Carreres,España,Malilla,39.4547386,-0.3761315,1824,2,950,flat,95,True,2,2,good,True,1,5449
95717896,barrio Russafa,Valencia,Valencia,L'Eixample,España,Russafa,39.4627215,-0.3675636,1249,2,800,flat,80,True,2,1,good,True,1,4339
95702179,barrio La Petxina,Valencia,Valencia,Extramurs,España,La Petxina,39.4731697,-0.3873188999999999,894,3,720,flat,80,True,3,1,good,True,1,5481
95693949,"Calle de Higinio Noja, 25",Valencia,Valencia,Camins al Grau,España,La Creu del Grau,39.461874,-0.3460741,2865,2,650,flat,62,False,2,1,good,False,1,3031
95661203,barrio Exposició,Valencia,Valencia,El Pla del Real,España,Exposició,39.4756016,-0.364695,1186,5,900,flat,60,True,1,1,good,True,1,3529
95659615,barrio Penya-Roja,Valencia,Valencia,Camins al Grau,España,Penya-Roja,39.4569712,-0.342318,3385,3,750,flat,80,True,1,1,good,True,1,3326
95583614,barrio Safranar,Valencia,Valencia,Patraix,España,Safranar,39.455119,-0.3980497,2521,2,650,flat,59,True,1,1,good,True,1,7036
95600674,barrio En Corts,Valencia,Valencia,Quatre Carreres,España,En Corts,39.4595065,-0.370753,1406,2,1000,penthouse,60,True,1,2,good,False,1,4765
95600669,barrio El Cabanyal-El Canyamelar,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4639674,-0.3279337,4306,0,800,flat,40,True,1,1,good,False,1,2210
95600524,barrio Sant Pau,Valencia,Valencia,Campanar,España,Sant Pau,39.4917711,-0.4017220999999999,3112,2,1050,flat,100,True,3,2,good,False,1,6650
95600405,barrio Fonteta de Sant Lluìs,Valencia,Valencia,Quatre Carreres,España,Fonteta de Sant Lluìs,39.4471374,-0.3688366999999999,2762,7,870,flat,100,True,4,1,good,True,1,5545
95599826,barrio Benimaclet,Valencia,Valencia,Benimaclet,España,Benimaclet,39.4873713,-0.3593657999999999,2369,1,700,flat,70,True,2,1,good,False,1,2982
95564979,barrio Playa de la Malvarrosa,Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.4737133,-0.3246683999999999,4521,2,750,flat,65,True,1,1,good,False,1,1112
95564773,barrio Penya-Roja,Valencia,Valencia,Camins al Grau,España,Penya-Roja,39.4576902,-0.3485441999999999,2880,11,1300,flat,50,True,1,1,good,False,1,3532
95527710,barrio Mont-Olivet,Valencia,Valencia,Quatre Carreres,España,Mont-Olivet,39.4597268,-0.3658746,1599,5,695,flat,75,True,2,1,good,True,1,4411
95514579,barrio Sant Antoni,Valencia,Valencia,La Saïdia,España,Sant Antoni,39.4883594,-0.3724496,1960,2,650,flat,95,True,3,1,good,True,1,4110
95511446,Musico peydro,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4707899,-0.3781807,89,1,650,studio,55,False,0,1,good,False,1,4790
95054431,barrio Beteró,Valencia,Valencia,Poblats Marítims,España,Beteró,39.47031,-0.3363009999999999,3514,2,750,flat,85,True,3,2,good,False,1,1780
83826654,barrio Sant Francesc,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.4680053,-0.3774628,347,8,2500,penthouse,90,True,2,1,good,True,1,4834
90996686,barrio Sant Francesc,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.4698464,-0.3746274,265,8,2500,penthouse,92,True,2,1,good,True,1,4535
95756034,LUIS OLIAG,Valencia,Valencia,Quatre Carreres,España,Mont-Olivet,39.4625684,-0.3637222,1500,3,650,flat,78,True,1,1,good,True,1,4075
95756451,blanquearías,Valencia,Valencia,Ciutat Vella,España,El Carme,39.4813611,-0.3788506,1146,1,1100,flat,98,True,3,1,good,False,1,4634
95749780,barrio Morvedre,Valencia,Valencia,La Saïdia,España,Morvedre,39.4857864,-0.3776478,1630,5,675,flat,80,True,3,1,good,True,1,4529
95730251,Calle Bisbe Albalat,Valencia,Valencia,Rascanya,España,Torrefiel,39.4945186,-0.3712579,2651,0,570,flat,75,True,3,1,good,False,1,4152
92394097,Gran Vía del Marqués del Turia,Valencia,Valencia,L'Eixample,España,Gran Vía,39.4668604,-0.3742737,537,1,800,flat,75,True,1,1,good,True,1,4630
95720462,barrio Trinitat,Valencia,Valencia,La Saïdia,España,Trinitat,39.4809356,-0.3705563,1232,4,650,flat,80,True,3,1,good,True,1,3927
95065195,Calle de l'Arxiduc Carles,Valencia,Valencia,Patraix,España,Patraix,39.4629843,-0.3950413,1776,2,675,flat,70,False,2,1,good,True,1,6444
95556996,barrio Sant Francesc,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.4667783,-0.3750109,519,1,650,flat,40,True,1,1,good,False,1,4692
95541130,barrio El Cabanyal-El Canyamelar,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4713998,-0.3284686,4186,2,790,flat,67,True,3,1,good,False,1,1402
789418,barrio Sant Llorenç,Valencia,Valencia,Rascanya,España,Sant Llorenç,39.4958001,-0.3616759,3051,7,850,flat,100,True,3,2,good,True,1,3427
95277861,barrio El Pla del Remei,Valencia,Valencia,L'Eixample,España,El Pla del Remei,39.4676476,-0.3716917999999999,613,1,800,flat,65,True,1,1,good,True,1,4392
95258788,Avenida arocena torres s/n,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.470474,-0.3964561,1651,2,750,flat,92,True,2,1,good,True,1,6313
84147943,"Barraca, 266",Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4730114,-0.3283585,4200,1,875,chalet,80,False,2,1,good,False,1,1225
85469593,Calle Acequia Cadena,Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.4755516,-0.3250371999999999,4507,1,750,flat,72,True,1,1,good,True,1,907
26898170,"Calle Almas, 5",Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.469294,-0.3784288,227,1,900,flat,98,True,2,1,good,True,1,4863
92221641,Calle Reverendo José Pinazo,Valencia,Valencia,Benimaclet,España,Benimaclet,39.4866454,-0.3623319,2148,5,750,flat,80,True,3,1,good,True,1,3225
84053387,barrio La Petxina,Valencia,Valencia,Extramurs,España,La Petxina,39.474379,-0.3941749,1498,3,750,flat,70,True,2,1,good,True,1,6032
95590327,barrio Malilla,Valencia,Valencia,Quatre Carreres,España,Malilla,39.4504044,-0.380957,2325,6,850,flat,70,False,2,1,good,True,1,6070
95589987,Calle de la Reina,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4710366,-0.3294263,4103,2,790,flat,67,True,3,1,good,False,1,1460
95304264,cardenall benlloch,Valencia,Valencia,El Pla del Real,España,Mestalla,39.4716422,-0.3544901,1953,6,850,flat,75,True,1,1,good,True,1,2869
95289740,Olimpia Arozena Torres,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4709494,-0.3936147,1405,2,750,flat,92,True,2,1,good,False,1,6063
91587605,"Calle de la Visitación, 3",Valencia,Valencia,La Saïdia,España,Morvedre,39.4832167,-0.3773150999999999,1344,0,875,studio,50,False,0,2,good,True,1,4495
95225073,"Calle Eixarchs, 20",Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4744658,-0.3809189,487,3,1100,flat,40,True,1,1,good,True,1,4913
95166323,barrio Mont-Olivet,Valencia,Valencia,Quatre Carreres,España,Mont-Olivet,39.4594988,-0.3641436999999999,1712,4,1050,flat,100,True,12,2,good,False,1,4309
90884155,"Obispos San Jerónimo, 5",Valencia,Valencia,Ciutat Vella,España,El Carme,39.4769878,-0.3776528999999999,653,0,700,flat,50,True,1,1,good,True,1,4585
39088244,barrio Benicalap,Valencia,Valencia,Benicalap,España,Benicalap,39.4913565,-0.3927041,2612,4,550,flat,92,True,1,1,good,True,1,5877
94937768,barrio L'Hort de Senabre,Valencia,Valencia,Jesús,España,L'Hort de Senabre,39.4529975,-0.3891449999999999,2259,2,725,flat,95,True,3,2,good,True,1,6484
94843297,barrio Malilla,Valencia,Valencia,Quatre Carreres,España,Malilla,39.4464507,-0.3779218,2743,3,665,flat,95,True,4,2,good,True,1,6153
94535685,Calle de Sueca,Valencia,Valencia,L'Eixample,España,Russafa,39.4587884,-0.3744285,1392,1,1000,flat,90,True,3,1,good,True,1,5072
93738244,"Calle El Santo Caliz, 1",Valencia,Valencia,Ciutat Vella,España,La Seu,39.4757267,-0.3756204999999999,530,1,890,flat,60,True,1,1,good,False,1,4439
92893033,Calle de Mossèn Femades,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.4698076,-0.3762387,169,3,1000,studio,58,True,0,1,good,True,1,4666
92097360,"Calle Doctor Lluch, 199",Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4708205,-0.3279604,4229,1,800,flat,60,True,1,1,good,True,1,1456
91774613,"C/Salvador, 7",Valencia,Valencia,Ciutat Vella,España,La Seu,39.477198,-0.3740471999999999,728,1,1050,flat,78,True,2,2,good,True,1,4276
91693198,"Avenida de Peris i Valero, 99",Valencia,Valencia,L'Eixample,España,Russafa,39.4591895,-0.3707839,1437,2,1550,flat,96,True,3,2,good,True,1,4787
91278658,"Avenida Tres Forques, 8",Valencia,Valencia,Patraix,España,Patraix,39.4643827,-0.3893412,1281,6,1000,flat,85,True,3,1,good,True,1,5931
95674539,Calle Buen Orden,Valencia,Valencia,Extramurs,España,Arrancapins,39.4696917,-0.3887728,1002,9,750,penthouse,45,True,1,1,good,True,1,5696
95641955,Olimpia Arozena Torres,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4707007,-0.3938897,1430,2,750,flat,92,True,2,1,good,False,1,6092
95634723,Calle Islas Canarias,Valencia,Valencia,Camins al Grau,España,La Creu del Grau,39.4596106,-0.3397463,3463,2,680,flat,85,True,3,1,good,True,1,2966
37635062,Gran Via del Marqués del Túria,Valencia,Valencia,L'Eixample,España,Gran Vía,39.463616,-0.3713955,973,1,800,flat,70,True,1,1,good,True,1,4571
95601964,Calle del Padre Esteban Pernet,Valencia,Valencia,L'Olivereta,España,La Llum,39.4660352,-0.412589,3086,2,695,flat,85,True,2,2,good,True,1,7776
95572587,Pintor Maella,Valencia,Valencia,Camins al Grau,España,Penya-Roja,39.4598544,-0.3488564999999999,2739,6,850,flat,82,True,3,1,good,True,1,3354
95556839,padre esteban pernet,Valencia,Valencia,L'Olivereta,España,La Llum,39.4672352,-0.413889,3175,3,695,flat,85,True,2,2,good,True,1,7852
95514598,Avenida de la Malvarrosa,Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.4789445,-0.3294598999999999,4191,2,750,flat,65,True,1,1,good,True,1,656
95512047,Av.Cortes Valencianas,Valencia,Valencia,Campanar,España,Sant Pau,39.489127,-0.3997691,2783,19,1290,penthouse,80,True,2,2,good,True,1,6450
91223569,"Calle de la Reina, Cabanyal",Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4698981,-0.3283587,4197,2,790,flat,70,True,3,1,good,False,1,1563
95468210,Calle doctor lluch,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4672437,-0.3299467,4081,2,1600,flat,60,True,2,1,good,False,1,1880
95468159,Calle Doctor Lluch,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4701437,-0.3271467,4300,1,1700,flat,75,True,2,1,good,False,1,1520
95316492,Calle Rector Zaragoza,Valencia,Valencia,Benimaclet,España,Benimaclet,39.4885472,-0.3586482,2509,2,780,flat,70,True,1,1,good,True,1,2942
95193755,Calle de la Serrania,Valencia,Valencia,Campanar,España,Sant Pau,39.4917143,-0.4019505,3120,7,750,flat,73,True,1,1,good,True,1,6669
90114798,Calle dels Jofrens,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4715068,-0.3759680999999999,116,5,1200,studio,43,False,0,1,good,False,1,4585
95097256,Calle de Baix,Valencia,Valencia,Ciutat Vella,España,El Carme,39.4769789,-0.3785666,661,1,650,flat,73,True,1,1,good,True,1,4663
94926442,barrio Benimaclet,Valencia,Valencia,Benimaclet,España,Benimaclet,39.4829624,-0.3626848,1814,1,800,flat,90,False,3,1,good,True,1,3240
89258673,Calle del Doctor Lluch,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4720205,-0.3269604,4316,2,935,flat,70,False,1,1,good,True,1,1311
89630218,Calle del Doctor Lluch,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4716205,-0.3295604,4092,2,900,flat,70,False,1,1,good,True,1,1401
86224343,"Calle Balmes, 21",Valencia,Valencia,Ciutat Vella,España,El Pilar,39.4734492,-0.3820433,486,4,950,penthouse,64,True,1,1,good,True,1,5032
91135911,Calle del Periodista Gil Sumbiela,Valencia,Valencia,Benicalap,España,Benicalap,39.4929189,-0.389891,2655,4,800,flat,80,True,3,1,good,True,1,5667
95659724,barrio El Pilar,Valencia,Valencia,Ciutat Vella,España,El Pilar,39.4695536,-0.3812374,385,3,700,flat,55,True,2,2,good,True,1,5082
95655093,Calle del Mar,Valencia,Valencia,Ciutat Vella,España,La Xerea,39.4735215,-0.3693925999999999,724,6,650,flat,35,True,1,1,good,True,1,3980
95581011,Calle de Vicent Sancho Tello,Valencia,Valencia,El Pla del Real,España,Mestalla,39.4683847,-0.3546098,1965,4,750,flat,87,False,2,1,good,True,1,3064
95567636,"Calle Creu Roja, 1",Valencia,Valencia,Patraix,España,Vara de Quart,39.4606215,-0.4124259999999999,3238,0,750,duplex,100,True,0,2,good,True,1,7937
88814052,juan verdeguer s/n,Valencia,Valencia,Poblats Marítims,España,El Grau,39.4587831,-0.3361680999999999,3782,1,660,flat,60,True,2,1,good,False,1,2935
95553657,barrio Trinitat,Valencia,Valencia,La Saïdia,España,Trinitat,39.4867167,-0.362558,2143,2,680,studio,55,False,0,1,good,True,1,3245
38166412,Avenida del Cid,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4705832,-0.402315,2153,1,525,flat,45,False,1,1,good,True,1,6800
95511345,Calle de na Jordana,Valencia,Valencia,Ciutat Vella,España,El Carme,39.478081,-0.3791361,790,0,1200,flat,82,False,2,2,good,False,1,4693
95475115,Calle Escultor José Capuz,Valencia,Valencia,Quatre Carreres,España,Mont-Olivet,39.4592476,-0.3612397,1905,4,1050,flat,100,True,2,2,good,True,1,4136
95469966,Calle del Historiador Sanchis Sivera,Valencia,Valencia,Extramurs,España,Arrancapins,39.4674201,-0.3872239,950,8,750,flat,65,False,2,1,good,True,1,5645
95450746,Olimpia Arozena Torres,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4719494,-0.3953146999999999,1554,2,750,flat,97,True,2,1,good,False,1,6180
95343951,olimpia arozena torres,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4689338,-0.393897,1450,2,750,flat,92,False,2,1,good,False,1,6143
95337064,Calle del Rincón de Ademuz,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4738538,-0.4026525999999999,2202,1,615,flat,80,False,2,1,good,True,1,6760
95289384,"Calle Creu Roja, 1",Valencia,Valencia,Patraix,España,Vara de Quart,39.4606215,-0.4124259999999999,3238,1,750,duplex,88,True,1,1,good,True,1,7937
95166048,Calle Carrícola,Valencia,Valencia,Jesús,España,La Creu Coberta,39.4514742,-0.3857568999999999,2303,2,650,flat,70,True,2,1,good,True,1,6333
95016720,Calle Santander,Valencia,Valencia,Jesús,España,L'Hort de Senabre,39.4526845,-0.3912112,2375,0,650,flat,92,True,2,1,good,True,1,6654
94919729,Calle Santa Genoveva Torres,Valencia,Valencia,Rascanya,España,Sant Llorenç,39.4952526,-0.3640405,2912,3,750,flat,80,True,2,2,good,True,1,3592
